
screenNum: byte =0;

lvl1: Array [0..9] of word = (0,40,80,120,160,200,240,80,80,200);

level1_1: Array [0..279] of byte =
(38,39,38,39,38,39,38,39,38,39,38
,39,38,39,38,39,38,39,38,39,38
,39,38,39,38,39,38,39,38,39,36
,37,38,39,36,37,38,39,36,37,38
,39,38,39,38,39,38,39,38,39,38
,39,45,46,38,39,45,46,38,39,45
,46,38,39,45,46,38,39,38,39,38
,39,38,39,38,39,38,39,38,39,38
,39,38,39,38,39,38,39,38,39,38
,39,38,39,38,39,38,39,30,10,10
,10,10,10,10,10,12,10,10,10,10
,10,10,10,10,31,38,39,38,39,38
,39,31,32,33,0,0,0,0,28,29
,30,31,32,33,11,11,11,11,0,0
,0,0,0,0,0,0,0,0,0,0
,11,11,11,11,28,29,30,38,39,38
,39,38,39,38,39,38,39,34,35,6
,7,34,35,6,7,6,7,6,7,6
,7,6,7,6,7,6,7,34,35,6
,7,34,35,38,39,38,46,38,39,38
,39,38,39,45,39,38,39,38,39,38
,39,38,46,38,39,38,39,38,39,45
,39,38,39,38,39,38,39,38,39,38
,46,38,39,38,39,38,39,38,39,38
,39,38,39,38,39,38,39,38,39,38
,39,38,39,38,39,38,39,38,39,38
,39,38,39,38,39,38,39,38,39,38
,39,38,39,38,39,38,39,38,39);

level1_2: Array [0..279] of byte =
(0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,41,0,0,41,0,0,0,0
,41,0,0,41,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,17,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,31,8,9,30,0,0
,0,0,0,0,1,1,1,1,13,40
,40,40,40,40,40,40,40,40,40,13
,1,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,31,30,31
,30,31,1,1,1,1,1,1,1,1
,1,1,1,1,1,13,1,1,30,31
,30,31,30,0,0,0,17,0,0,0
,0,31,1,1,1,13,1,1,1,1
,13,1,1,1,30,0,0,0,0,17
,0,0,0,0,0,0,0,0,0,0
,17,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,20,21
,22,23,22,23,22,23,20,21,0,0
,0,0,0,0,0,0,0,0,0);

level1_3: Array [0..279] of byte =
(0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,42
,0,17,0,42,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,17,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,24
,25,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,24,25,26,27,26
,27,24,25,0,0,0,0,0,0,0
,0,0,0,0,0,31,32,33,11,11
,11,11,11,11,11,11,14,0,0,0
,0,0,0,0,0,42,0,0,0,0
,42,0,0,0,0,0,0,31,1,1
,1,1,1,1,1,1,1,1,1,1
,1,1,30,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,18,19
,22,23,22,23,22,23,18,19,0,0
,0,0,0,0,0,0,0,0,0);

level1_4: Array [0..279] of byte =
(6,7,6,7,6,7,6,7,6,7,6
,7,6,7,6,7,6,7,6,7,34
,35,34,35,34,35,6,7,34,35,6
,7,34,35,6,7,34,35,6,7,6
,7,33,28,33,28,33,28,33,28,29
,30,10,10,10,10,10,10,10,10,10
,10,10,10,10,10,10,10,31,32,33
,28,33,28,33,28,33,28,6,7,6
,7,6,7,33,11,11,11,14,11,14
,11,14,11,14,11,14,11,11,11,11
,11,11,11,11,11,11,11,11,11,11
,11,11,14,11,28,6,7,6,7,6
,7,6,7,6,7,6,7,34,35,34
,35,34,35,6,7,6,7,29,32,29
,32,29,32,29,32,29,32,29,32,29
,32,6,7,6,7,6,7,6,7,6
,7,6,7,6,7,34,35,34,35,34
,35,34,35,28,28,28,28,28,28,28
,28,28,28,33,11,11,11,11,11,11
,11,11,11,11,11,11,28,6,7,6
,7,6,7,6,7,15,7,6,7,6
,16,6,7,6,7,6,7,6,7,6
,7,6,7,6,7,34,35,34,35,34
,35,34,35,34,35,6,7,6,7,6
,7,6,7,6,7,6,7,6,7,6
,7,6,7,6,7,6,7,6,7,6
,7,6,7,6,7,6,7,6,7,6
,7,6,7,6,7,6,7,6,7);
